Nr.,Articol,Clasa,Cod extern,Cod,Pret,UM,Stoc,PRODUCATOR,Data
crt.,,articol,,articol,vanzare,,curent,,adaugarii
243,POLICARBONAT 6MM TRANSP 2 PERETI 6X2.1MP=12.6MP+,1,9007912536598,15130,376.00,BUC,0.00,ALTELE,29.10.2021
244,POLISTIREN AUSTROTHERM EPS 80 10 CM COALA 5 BUC,1,9007767505985,9876,13.50,BUC,6.00,ALTELE,03.12.2014
245,POLISTIREN EXTURDAT 3 CM COALA ALBASTRU (14),1,9007767502540,9328,11.13,Buc,5.00,ALTELE,19.02.2014
246,ROABA ALBASTRA  MIJLOCIE,1,9007767495217,8292,145.00,Buc,0.00,ALTELE,31.10.2012
247,ROABA FLORI LEMN M1,1,9007767494845,8249,83.23,Buc,0.00,ALTELE,19.10.2012
248,SET POLYURETHANVERSIEGELUNG PU 40 KOMP,1,,16711,860.00,Buc,0.00,ALTELE,17.09.2024
249,SOLUTIE ACIDA RENOSIL PTR .CURATAT 1L,1,9007767536224,14512,15.50,Buc,0.00,ALTELE,04.03.2021
250,SOLUTIE ANTICARII IGNIFUGA SI ANTIS.30 KG,1,9007767512136,10932,260.00,Buc,1.00,ALTELE,09.11.2015
251,SUPORT BRAD SANIE COLORAT,1,9007767495507,8324,53.23,Buc,1.00,ALTELE,14.11.2012
252,TEAVA ZINCATA  1 1/2'' X 2.9 (48.3) 6ML,1,9007912547761,17272,141.00,Buc,85.00,ALTELE,16.01.2026
253,TIGLA METALICA VENETIA 350 D-MATT 7016,1,9007767515175,11460,80.70,M2,0.00,ALTELE,22.07.2016
254,VARF DE GARD MOD 3,1,9007767479378,2893,0.90,Buc,923.00,ALTELE,18.06.2009
255,BURLAN SOBA 0.5 ML ALB,1,9007767464480,3716,24.50,Buc,5.00,ALVERO,30.10.2009
256,BURLAN SOBA 0.5 ML MARO,1,9007767495156,8283,23.00,Buc,5.00,ALVERO,29.10.2012
257,BURLAN SOBA 1 ML ALB,1,9007767464411,3700,32.00,Buc,9.00,ALVERO,26.10.2009
258,BURLAN SOBA 1 ML MARO,1,9007767485164,6487,23.60,Buc,10.00,ALVERO,26.09.2011
259,COT SOBA EMAILAT ALB,1,9007767464404,3699,25.00,Buc,3.00,ALVERO,26.10.2009
260,COT SOBA EMAILAT MARO,1,9007767485171,6488,25.00,Buc,5.00,ALVERO,26.09.2011
261,RAFT ZINCAT 180X120X45-5 POLITE-175KG,1,5949057503551,15277,238.20,BUC,0.00,ALVERO,28.03.2022
262,RAFT ZINCAT FUTUR 180X90X45-5 POLITE 175KG,1,8595145606269,15274,202.40,BUC,0.00,ALVERO,28.03.2022
263,RAFT ZINCAT FUTUR 180X90X45-5 POLITE-350KG,1,8595145606276,15275,271.40,BUC,0.00,ALVERO,28.03.2022
264,RAFT ZINCAT FUTUR 180X90X60-5 POLITE-350KG,1,8595145606283,15276,311.00,BUC,0.00,ALVERO,28.03.2022
265,RAFT ZINCAT FUTUR PLUS 180X120X45-5 POLITE -250KG,1,8595145606290,15365,341.30,BUC,0.00,ALVERO,07.06.2022
266,ROABA LIMEX 100L CU ANVELOPA,1,9007767522388,12692,179.50,Buc,0.00,ALVERO,08.05.2018
267,ROABA PORTOCALIE 80L,1,9007767460697,2458,212.00,Buc,0.00,ALVERO,08.04.2009
268,SCARA ALUMINIU  7107 1*7,1,,10434,119.00,Buc,0.00,ALVERO,07.05.2015
269,SCARA ALUMINIU 3 ELEM. 3x7 7607,1,8586003391311,5358,425.00,Buc,0.00,ALVERO,19.11.2010
270,SCARA ALUMINIU 3 ELEM.3X8 7608,1,9007767523477,12865,480.00,Buc,0.00,ALVERO,26.07.2018
271,SCARA ALUMINIU 3 ELEM.3x9 7609,1,9007767513263,11120,510.00,Buc,0.00,ALVERO,01.02.2016
272,SCARA ALUMINIU 3 ELEM.7612,1,9007767521480,11859,895.00,Buc,0.00,ALVERO,07.04.2017
273,SCARA ALUMINIU 3 ELEMENTE 8612,1,9007767507460,10224,"1,096.00",Buc,0.00,ALVERO,06.03.2015
274,SCARA ALUMINIU 7109 1*9,1,,11605,190.00,Buc,0.00,ALVERO,18.10.2016
275,SCARA ALUMINIU 7507 2*7,1,9007767510095,10649,239.50,Buc,0.00,ALVERO,28.07.2015
276,SCARA ALUMINIU 7509 DUBLA,1,9007767506340,10073,354.00,Buc,0.00,ALVERO,30.01.2015
277,SCARA ALUMINIU 7511 DUBLA,1,9007767507453,10223,348.39,Buc,0.00,ALVERO,06.03.2015
278,SCARA ALUMINIU 7514 2*14,1,9007767515793,11580,782.00,Buc,0.00,ALVERO,22.09.2016
279,SCARA ALUMINIU 7610 3X10 TR,1,8586003391977,5357,800.00,Buc,0.00,ALVERO,19.11.2010
280,SCARA ALUMINIU 913 CU 3X1 TREPTE,1,5949057501144,9674,145.70,Buc,2.00,ALVERO,08.08.2014
281,SCARA ALUMINIU 914 CU 4X1 TREPTE,1,5949057501151,5353,167.60,Buc,4.00,ALVERO,19.11.2010
282,SCARA ALUMINIU 915 CU 5X1 TREPTE,1,5949057501168,5354,194.50,Buc,0.00,ALVERO,19.11.2010
283,SCARA ALUMINIU 916 CU 6X1  TREPTE,1,5949057501175,5355,238.40,Buc,1.00,ALVERO,19.11.2010
284,SCARA ALUMINIU 917 CU 7X1 TREPTE,1,8595038329176,5356,298.50,Buc,4.00,ALVERO,19.11.2010
285,SCARA ALUMINIU 918 CU 8 TREPTE,1,9007767510088,10648,213.87,Buc,0.00,ALVERO,28.07.2015
286,SCARA ALUMINIU 923 CU 2X3 TREPTE,1,5949057501083,9568,120.97,Buc,0.00,ALVERO,20.06.2014
287,SCARA ALUMINIU FORTE 3TR 3*10,1,5949057501748,5352,"1,038.00",Buc,0.00,ALVERO,19.11.2010
288,SUPORT RUFE 50M 8055,1,9007767504254,9575,120.97,Buc,0.00,ALVERO,27.06.2014
289,MANUSI GOGRIP ALBASTRE L,1,8859185203162,16652,1.00,Buc,200.00,AMBA,16.07.2024
290,MANUSI GOGRIP ALBASTRE M,1,8859185203155,6464,1.00,Buc,0.00,AMBA,22.09.2011
291,MANUSI GOGRIP ALBASTRE XL,1,8859185203179,8373,1.00,BUC,300.00,AMBA,05.12.2012
292,MANUSI GOGRIP ALBASTRE XXL,1,8859185203186,586,1.00,Buc,550.00,AMBA,20.07.2008
293,MANUSI GOGRIP NEGRE L,1,8859185203117,16651,1.00,Buc,34.00,AMBA,16.07.2024
294,MANUSI GOGRIP NEGRE M,1,8859185203100,11749,1.00,BUC,496.00,AMBA,02.03.2017
295,MANUSI GOGRIP NEGRE XL,1,8859185203124,7010,1.00,Buc,212.00,AMBA,29.12.2011
296,MANUSI GOGRIP NEGRE XXL,1,8859185203131,13165,1.00,Buc,0.00,AMBA,18.02.2019
297,MANUSI GOGRIP VERZI L,1,8859185203216,16653,1.00,Buc,240.00,AMBA,16.07.2024
298,MANUSI GOGRIP VERZI M,1,8859185203209,13961,1.00,Buc,242.00,AMBA,12.03.2020
299,MANUSI GOGRIP VERZI XL,1,8859185203223,13164,1.00,Buc,250.00,AMBA,18.02.2019
300,MANUSI GOGRIP VERZI XXL,1,8859185203230,2410,1.00,Buc,140.00,AMBA,03.04.2009
301,AMORSA ECO PRIM GRIP 10 KG MAPEI,1,8022452052712,7088,272.40,Buc,10.00,ARC,30.01.2012
302,AMORSA ECO PRIM GRIP 5 KG MAPEI,1,8022452052705,8853,152.30,GAL,0.00,ARC,11.07.2013
303,GIPSCARTON EXTERIOR AQUAFIRE 12.5MM 2X1.2 -2.4MP,1,9007767519470,12162,182.00,Buc,26.00,ARC,02.11.2017
304,HIDROIZOLATIE PLANISEAL 88 GRI 25KG,1,9007767517957,12020,127.00,BUC,0.00,ARC,14.07.2017
305,KERANET LICHID MAPEI 1KG SOLUTIE CURATARE,1,8022452001543,14094,33.40,Buc,0.00,ARC,15.05.2020
306,LAMELA DUBLA FLUTURAS,1,9007767520117,12332,0.70,Buc,0.00,ARC,07.02.2018
307,PANOU VERDE PLASTIFICAT 1730X2510X61MM,1,9007767533193,14092,114.00,Buc,1.00,ARC,15.05.2020
308,PROFIL  3M CD SPECIAL 49X26X0.5+,1,9007767497594,8635,9.68,Buc,33.00,ARC,29.03.2013
309,PROFIL  3M UD 5MM,1,9007767487854,6921,7.50,Buc,0.00,ARC,12.12.2011
310,DIBLURI POLISTIREN 160 AUSTRO,1,9007767530925,13408,0.45,Buc,121.00,AUSTRO,15.05.2019
311,DIBLURI POLISTIREN 170 AUSTRO,1,9007767515687,11560,0.45,Buc,0.00,AUSTRO,13.09.2016
312,PASTA FINISAJ BAGHETE POLISTIREN  AUSTRO DKF75 1KG,1,9007767513997,11256,23.00,Buc,0.00,AUSTRO,16.03.2016
313,PLASA POLISTIREN 160 GR -50MP AUSTROTHERM,1,9007767497105,8526,165.00,SUL,37.00,AUSTRO,08.03.2013
314,POLISTIREN AUSTROTHERM  UNIPLATTE 2CM 2.6X0.6M,1,9007912544890,16769,100.00,BUC,8.00,AUSTRO,04.11.2024
315,POLISTIREN AUSTROTHERM  UNIPLATTE 3CM 2.6X0.6M-1.56MP,1,9007912543374,16339,108.00,BUC,0.00,AUSTRO,06.02.2024
316,POLISTIREN AUSTROTHERM EPS 100 10CM BAX 2.5MP,1,5945786200389,11559,75.00,BAX,16.00,AUSTRO,13.09.2016
317,POLISTIREN AUSTROTHERM EPS 100 12 CM 2MP/BAX,1,5945786200396,15711,72.00,BAX,0.00,AUSTRO,26.10.2022
318,POLISTIREN AUSTROTHERM EPS 100 15CM 1.5M/BAX,1,9007767532783,14035,67.50,BUC,247.00,AUSTRO,13.04.2020
319,POLISTIREN AUSTROTHERM EPS 100 2 CM BAX/12MP,1,5945786200303,13645,72.00,BAX,0.00,AUSTRO,02.09.2019
320,POLISTIREN AUSTROTHERM EPS 100 20CM 1MP/BAX,1,5945786200426,14209,59.80,BAX,0.00,AUSTRO,13.07.2020
321,POLISTIREN AUSTROTHERM EPS 100 3 CM 8MP/BAX,1,5945786200310,13646,72.00,BAX,0.00,AUSTRO,02.09.2019
322,POLISTIREN AUSTROTHERM EPS 100 3 CM-COALA 16,1,9007767530062,13735,7.80,BUC,0.00,AUSTRO,11.10.2019
323,POLISTIREN AUSTROTHERM EPS 100 4 CM 6MP/BAX,1,5945786200327,11258,72.00,BAX,0.00,AUSTRO,17.03.2016
324,POLISTIREN AUSTROTHERM EPS 100 5 CM 5MP/BAX,1,5945786200334,12059,75.00,BUC,0.00,AUSTRO,31.08.2017
325,POLISTIREN AUSTROTHERM EPS 100 8 CM 3MP/BAX,1,5945786200365,12131,72.00,Buc,0.00,AUSTRO,12.10.2017
326,POLISTIREN AUSTROTHERM EPS 120 10 CM 2.5MP/BAX,1,9007767529530,13674,85.00,BAX,0.00,AUSTRO,12.09.2019
327,POLISTIREN AUSTROTHERM EPS 120 15 CM 1.5 MP/BAX,1,9007912538714,15633,76.00,BAX,0.00,AUSTRO,13.09.2022
328,POLISTIREN AUSTROTHERM EPS 120 20 CM 1MP/BAX,1,9007912538509,15591,61.00,BAX,0.00,AUSTRO,18.07.2022
329,POLISTIREN AUSTROTHERM EPS 120 3 CM BAX/8MP,1,9007767529639,13687,81.00,BAX,0.00,AUSTRO,18.09.2019
330,POLISTIREN AUSTROTHERM EPS 150 10 CM 2.5MP/NAX,1,9007912547433,17194,93.00,BAX,0.00,AUSTRO,13.10.2025
331,POLISTIREN AUSTROTHERM EPS 200 10 CM 2.5MP/BAX,1,5945786200662,14519,105.00,BAX,0.00,AUSTRO,08.03.2021
332,POLISTIREN AUSTROTHERM EPS 200 15 CM 1.5MP/BAX,1,9007912538516,15592,98.00,BAX,0.00,AUSTRO,18.07.2022
333,POLISTIREN AUSTROTHERM EPS 200 2 CM 12 MP/BAX,1,5945786200587,14211,105.00,BAX,0.00,AUSTRO,13.07.2020
334,POLISTIREN AUSTROTHERM EPS 200 2O CM 1MP/BAX,1,5945786200709,15268,87.50,BUC,0.00,AUSTRO,21.03.2022
335,POLISTIREN AUSTROTHERM EPS 200 5 CM 5MP/BAX,1,5945786200617,14525,110.00,Box,0.00,AUSTRO,10.03.2021
336,POLISTIREN AUSTROTHERM EPS 200 8 CM 3MP/BAX,1,5945786200648,14210,105.00,BAX,0.00,AUSTRO,13.07.2020
337,POLISTIREN AUSTROTHERM EPS 70 10CM BAX 2.5MP+,1,5945786200242,10321,54.00,BAX,2.00,AUSTRO,27.03.2015
338,POLISTIREN AUSTROTHERM EPS 70 3CM BAX 8MP+,1,5945786200174,10319,51.50,Box,0.00,AUSTRO,27.03.2015
339,POLISTIREN AUSTROTHERM EPS 70 5CM BAX 5MP,1,5945786200198,10320,54.00,BAX,0.00,AUSTRO,27.03.2015
340,POLISTIREN AUSTROTHERM EPS 70 8CM BAX 3MP+,1,5945786200228,10362,51.50,BAX,1.00,AUSTRO,01.04.2015
341,POLISTIREN AUSTROTHERM EPS 80 10CM BAX 2.5MP,1,5945786200808,1032,57.35,Box,412.00,AUSTRO,21.07.2008
342,POLISTIREN AUSTROTHERM EPS 80 15 2MP(4COLI),1,9007912536666,15137,89.00,Buc,0.00,AUSTRO,02.11.2021
343,POLISTIREN AUSTROTHERM EPS 80 15 CM 1.5 MP,1,9007767509419,10548,51.70,BAX,234.00,AUSTRO,19.06.2015
344,POLISTIREN AUSTROTHERM EPS 80 16CM 1.5MP/BAX,1,5945786200839,10910,53.20,BAX,0.00,AUSTRO,23.10.2015
345,POLISTIREN AUSTROTHERM EPS 80 17CM 1.5 MP/BAX,1,9007912545521,16841,56.45,BAX,0.00,AUSTRO,17.01.2025
346,POLISTIREN AUSTROTHERM EPS 80 18 CM 1MP/BAX,1,9007767492780,7907,39.85,BUC,2.00,AUSTRO,05.09.2012
347,POLISTIREN AUSTROTHERM EPS 80 19 CM,1,9007912545538,16842,42.06,BAX,0.00,AUSTRO,17.01.2025
348,POLISTIREN AUSTROTHERM EPS 80 2 CM BAX 12 MP+,1,5945786200723,1031,53.50,BAX,29.00,AUSTRO,21.07.2008
349,POLISTIREN AUSTROTHERM EPS 80 20 CM 1MP/BAX,1,5945786200846,13045,45.50,BAX,0.00,AUSTRO,13.11.2018
350,POLISTIREN AUSTROTHERM EPS 80 3 CM COALA(16),1,9007767505718,9836,4.10,Buc,13.00,AUSTRO,23.10.2014
351,POLISTIREN AUSTROTHERM EPS 80 3CM BAX 8MP,1,5945786200730,9770,57.50,BAX,60.00,AUSTRO,19.09.2014
352,POLISTIREN AUSTROTHERM EPS 80 4CM 6MP-12 COLI,1,5945786200747,11269,53.50,BAX,0.00,AUSTRO,22.03.2016
353,POLISTIREN AUSTROTHERM EPS 80 5CM  COALA 10,1,9007767507446,10220,6.80,BUC,16.00,AUSTRO,05.03.2015
354,POLISTIREN AUSTROTHERM EPS 80 5CM BAX 5MP,1,5945786200754,9787,57.50,BAX,121.00,AUSTRO,24.09.2014
355,POLISTIREN AUSTROTHERM EPS 80 8CM 3MP/BAX,1,5945786200785,9881,53.50,BAX,28.00,AUSTRO,12.12.2014
356,POLISTIREN AUSTROTHERM EPS 80 8CM COALA 6,1,9007767506036,9882,10.70,BUC,7.00,AUSTRO,12.12.2014
357,"POLISTIREN AUSTROTHERM PARDOSEALA EPS AN 5,7 CM BAX",1,9007767522272,12666,190.00,BAX,0.00,AUSTRO,27.04.2018
358,POLISTIREN AUSTROTHERM PARDOSEALA EPS AN 6CM-COALA(8),1,9007767522265,12667,25.00,BUC,0.00,AUSTRO,27.04.2018
359,POLISTIREN EXTRUDAT  1CM BAX 5MP/BAX,1,9007767508177,10365,38.00,BAX,57.00,AUSTRO,02.04.2015
360,POLISTIREN EXTRUDAT  1CM COALA -10COLI,1,9007767508184,10366,5.50,BUC,16.00,AUSTRO,02.04.2015
361,POLISTIREN EXTRUDAT  2CM AMPRENTAT 15MP/BAX,1,5945786201034,2459,184.00,BAX,41.00,AUSTRO,09.04.2009
362,POLISTIREN EXTRUDAT  3CM AMPRENTAT 10.5MP/BAX,1,5945786201645,4528,188.00,Box,59.00,AUSTRO,04.05.2010
363,POLISTIREN EXTRUDAT  4CM AMPRENTAT 7.5MP/BAX/10COLI,1,5945786201638,11915,180.00,BAX,0.00,AUSTRO,17.05.2017
364,POLISTIREN EXTRUDAT  5CM AMPRENTA COALA(8 BUC),1,9007767514673,11372,31.20,Buc,6.00,AUSTRO,23.05.2016
365,POLISTIREN EXTRUDAT  5CM AMPRENTAT 6MP/BAX,1,5945786201621,10918,184.00,BAX,29.00,AUSTRO,27.10.2015
366,POLISTIREN EXTRUDAT  6MM 8MP/BAX,1,9007767516714,11739,45.22,BAX,40.00,AUSTRO,23.02.2017
367,POLISTIREN EXTRUDAT  8CM AMPRENTAT 3.75MP/BAX,1,5945786201669,10410,180.00,BAX,0.00,AUSTRO,22.04.2015
368,POLISTIREN EXTRUDAT 10CM AMPRENTAT 3MP/BAX,1,5945786201652,11535,184.00,BAX,58.00,AUSTRO,29.08.2016
369,POLISTIREN EXTURDAT  3 CM AZZORE -10.5MP/BAX,1,9007912547525,17223,165.60,BAX,32.00,AUSTRO,31.10.2025
370,POLISTIREN EXTURDAT  5 CM AZZORE-6MP/BAX,1,9007912546689,17046,158.00,BAX,9.00,AUSTRO,23.06.2025
371,POLISTIREN EXTURDAT 10 CM COALA(4 BUC),1,9007767516585,11731,63.60,Buc,3.00,AUSTRO,16.02.2017
372,POLISTIREN GRAFITAT AUSTROTHERM ECO PLUS 3CM+,1,5945786200891,9799,84.00,BAX,0.00,AUSTRO,02.10.2014
373,POLISTIREN GRAFITAT AUSTROTHERM EPS 100 10 CM 2.5MP/BAX,1,9007767537788,14748,94.40,BAX,0.00,AUSTRO,07.07.2021
374,POLISTIREN GRAFITAT AUSTROTHERM EPS 100 12 CM 2MP/BAX,1,9007912538691,15624,98.00,BAX,0.00,AUSTRO,29.08.2022
375,POLISTIREN GRAFITAT AUSTROTHERM EPS 100 15 CM 1.5MP/BAX,1,9007767536941,14375,86.40,BAX,108.00,AUSTRO,30.10.2020
376,POLISTIREN GRAFITAT AUSTROTHERM EPS 100 16 CM 1.5MP/BAX,1,9007912538707,15625,98.00,BAX,0.00,AUSTRO,29.08.2022
377,POLISTIREN GRAFITAT AUSTROTHERM EPS 100 20 CM 1MP/BAX,1,9007912544906,13785,82.00,BAX,0.00,AUSTRO,08.11.2019
378,POLISTIREN GRAFITAT AUSTROTHERM EPS 100 3 CM 8MP/BAX,1,9007767494906,8255,98.00,Box,0.00,AUSTRO,23.10.2012
379,POLISTIREN GRAFITAT AUSTROTHERM EPS 100 5 CM 5MP/BAX,1,9007767536736,14601,101.50,BAX,0.00,AUSTRO,16.04.2021
380,POLISTIREN GRAFITAT AUSTROTHERM EPS 100 8 CM 3MP/BAX,1,9007767520629,12385,98.00,BAX,0.00,AUSTRO,13.02.2018
381,POLISTIREN GRAFITAT AUSTROTHERM EPS 80 12 CM 2MP/BAX,1,5945786200969,6760,84.00,BAX,0.00,AUSTRO,08.11.2011
382,POLISTIREN GRAFITAT AUSTROTHERM EPS 80 15 CM 1.5MP/BAX,1,9007767518374,11656,78.50,BAX,0.00,AUSTRO,07.12.2016
383,POLISTIREN GRAFITAT AUSTROTHERM EPS 80 1O CM 2.5MP/BAX,1,5945786200877,13675,87.50,BAX,0.00,AUSTRO,12.09.2019
384,POLISTIREN GRAFITAT AUSTROTHERM EPS 80 20 CM 1MP/BAX,1,5945786200990,16839,66.50,BAX,0.00,AUSTRO,09.01.2025
385,POLISTIREN GRAFITAT AUSTROTHERM EPS 80 5 CM 5MP/BAX,1,5945786200914,16283,87.50,BAX,0.00,AUSTRO,05.12.2023
386,POLISTIREN PARDOSEALA CU NUTURI 2 CM COALA,1,9007912543350,16337,35.28,BUC,16.00,AUSTRO,05.02.2024
387,POLISTIREN PARDOSEALA CU NUTURI 2CM 11.2 MP/BAX-10 COLI,1,9007912543336,16335,327.85,BAX,0.00,AUSTRO,05.02.2024
388,POLISTIREN PARDOSEALA CU NUTURI 3 CM COALA,1,9007912543367,16338,41.59,BUC,7.00,AUSTRO,05.02.2024
389,POLISTIREN PARDOSEALA CU NUTURI 3CM 8.96 MP/BAX 8 COLI,1,9007912543343,16336,332.70,BAX,11.00,AUSTRO,05.02.2024
390,POLISTIREN XPS AZZORE 10 CM,1,,17047,0.00,BAX,0.00,AUSTRO,23.06.2025
391,PROFIL PTR EXTERIOR D 2.5 ML,1,9007767518862,12111,142.50,Buc,0.00,AUSTRO,04.10.2017
392,PROFIL PTR EXTERIOR FB 2 ML,1,9007767518848,12109,68.10,Buc,0.00,AUSTRO,04.10.2017
393,RIFLAJE AUSTROTHERM 420X70X2500,1,9007912545606,16889,384.60,Buc,27.00,AUSTRO,28.02.2025
394,"CUIE  3/4"" 400GR/CUTIE",1,4892004500381,4477,9.68,Buc,1.00,AUTO,30.04.2010
395,SCRIPETE  125MM,1,9007767496634,599,136.00,Buc,1.00,AUTO,20.07.2008
396,SET YALA MICA,1,9007767464947,3760,42.58,Buc,0.00,AUTO,03.11.2009
397,TOC COASA,1,4892004341052,4604,4.50,Buc,0.00,AUTO,15.05.2010
398,PANTOFI PROTECTIE DAKAR 40,1,,11296,123.00,Buc,0.00,AVA,04.04.2016
399,PANTOFI PROTECTIE DAKAR 41,1,9007767514222,11298,123.00,Buc,0.00,AVA,04.04.2016
400,PANTOFI PROTECTIE DAKAR 42,1,9007767514239,11299,123.00,Buc,0.00,AVA,04.04.2016
401,PANTOFI PROTECTIE DAKAR 43,1,9007767514215,11297,123.00,Buc,0.00,AVA,04.04.2016
402,PIATAR DEC.15-25MM ALB ROTUNJIT 20KG,1,9007767533025,14074,18.10,BUC,0.00,BAITA,04.05.2020
403,PIATRA DEC 25-40MM ALB ROTUNJIT,1,9007767533063,14077,690.00,T,0.00,BAITA,04.05.2020
404,PIATRA DEC.15-25MM COLORAT ROTUNJIT 20KG,1,9007767533049,14075,18.10,BUC,0.00,BAITA,04.05.2020
405,PIATRA DEC.7-15 MM ALB GRANULAT,1,9007767533056,14076,480.00,T,0.00,BAITA,04.05.2020
406,PIATRA DEC.7-15MM COLORAT ROTUNJIT 20KG,1,9007767533032,14073,18.10,BUC,0.00,BAITA,04.05.2020
407,ADEZIV BASIC GRESIE INT 25 KG,1,5945752001767,2631,27.20,BUC,71.00,BAUMIT,15.05.2009
408,ADEZIV FLEX MARMOR ALB,1,9007912546788,17073,91.60,SAC,55.00,BAUMIT,09.07.2025
409,ADEZIV FLEX TOP GRESIE,1,9007767461854,2891,112.50,BUC,61.00,BAUMIT,18.06.2009
410,ADEZIV FLEX UNI GRESIE,1,9007767472928,4238,56.30,BUC,360.00,BAUMIT,13.04.2010
411,ADEZIV FLEXTREME 20 KG PTR PLACI MARI,1,9007912545408,16828,124.80,SAC,0.00,BAUMIT,09.12.2024
412,ADEZIV FLEXUNI GEL 25 KG,1,9007912541677,16111,73.00,SAC,22.00,BAUMIT,21.07.2023
413,ADEZIV POLISTIREN DUO CONTACT 25 KG,1,5945752000845,380,38.10,BUC,303.00,BAUMIT,10.07.2008
414,ADEZIV PROCONTACT GEL 27.5 KG,1,9007912543381,16459,52.00,SAC,115.00,BAUMIT,19.02.2024
415,ADEZIV STARCONTACT ALB GEL 25 KG,1,9007912542186,16166,80.60,SAC,106.00,BAUMIT,15.09.2023
416,ADITIV PT DECORATIVA SPEEDSTOP STAR 400ML,1,9007912544913,16773,90.00,Buc,0.00,BAUMIT,06.11.2024
417,AMORSA EASY PRIMER 10L BAUMIT,1,9007912536260,15012,81.00,GAL,0.00,BAUMIT,20.09.2021
418,AMORSA EXTERIOR UNIPRIMER 20 KG,1,5945752005833,16015,238.00,GAL,42.00,BAUMIT,07.06.2023
419,AMORSA EXTERIOR UNIPRIMER BAUMIT 5 KG+,1,5945752002085,741,68.50,GAL,16.00,BAUMIT,20.07.2008
420,AMORSA INTERIOR DIVINA STAR BAUMIT 12 KG,1,5945752003952,5288,82.00,GAL,15.00,BAUMIT,05.11.2010
421,AMORSA SAPE SI HIDROIZOLATII 25 KG,1,9007767506142,9891,241.00,GAL,11.00,BAUMIT,19.12.2014
422,AMORSA SAPE SI HIDROIZOLATII 5 KG,1,5945752002382,6361,54.30,GAL,9.00,BAUMIT,08.08.2011
423,AMORSA SUPERPRIMER 20KG VAR-CIMENT-IPSOS,1,9007767534077,14207,246.00,GAL,15.00,BAUMIT,04.07.2020
424,AMORSA SUPERPRIMER 5 KG VAR-CIMENT-IPSOS,1,9007767534985,14315,83.80,GAL,13.00,BAUMIT,22.09.2020
425,BANDA ETANSARE STRAP,1,9004329267879,7230,7.00,ML,0.00,BAUMIT,30.03.2012
426,BAUMIT RECLEAN 5 L,1,9007767523637,12889,150.00,BUC,3.00,BAUMIT,10.08.2018
427,BAUMIT SUPRAFIX 25 KG,1,9007767533131,14085,117.00,BUC,0.00,BAUMIT,15.05.2020
428,BETON BAUMIT 25 KG,1,9007767529134,13633,18.60,BUC,0.00,BAUMIT,14.08.2019
429,BETON BAUMIT ALL IN 25 KG,1,9007767529226,13641,23.30,PAC,114.00,BAUMIT,28.08.2019
430,CERAMIC F EXTRA WHITE  25 KG,1,9007912543503,16546,54.00,Buc,0.00,BAUMIT,25.03.2024
431,CHIT BAUMACOL XL FUGE CAMEL,1,9007912543541,16557,22.00,BUC,0.00,BAUMIT,02.04.2024
432,CHIT DE ROST BAUMIT ALB 2KG,1,5945752003372,7353,24.20,GAL,6.00,BAUMIT,20.04.2012
433,CHIT DE ROST BAUMIT ALB 5KG,1,5945752003525,7354,51.70,GAL,10.00,BAUMIT,20.04.2012
434,CHIT DE ROST BAUMIT ALBASTRU DESCHIS 2 KG,1,5996504606235,7725,19.50,BUC,1.00,BAUMIT,03.07.2012
435,CHIT DE ROST BAUMIT ANTHRACITE 2KG,1,5945752003341,14237,26.30,GAL,0.00,BAUMIT,15.07.2020
436,CHIT DE ROST BAUMIT ANTHRACITE 5KG,1,9007767535586,14238,57.50,GAL,10.00,BAUMIT,15.07.2020
437,CHIT DE ROST BAUMIT ANTIQUE PINK 2KG,1,5945752004911,14233,25.00,GAL,1.00,BAUMIT,15.07.2020
438,CHIT DE ROST BAUMIT ANTIQUE PINK 5KG,1,5945752004843,14234,54.50,GAL,3.00,BAUMIT,15.07.2020
439,CHIT DE ROST BAUMIT BAHAMA 2 KG,1,5945752003358,7718,26.30,BUC,3.00,BAUMIT,30.06.2012
440,CHIT DE ROST BAUMIT BAHAMA 5 KG,1,5945752003556,7784,57.50,GAL,7.00,BAUMIT,13.07.2012
441,CHIT DE ROST BAUMIT BERMUDA 2 KG,1,5945752003426,8926,26.30,GAL,4.00,BAUMIT,21.08.2013
442,CHIT DE ROST BAUMIT CAMEL 2 KG,1,5945752003402,7405,26.30,GAL,3.00,BAUMIT,02.05.2012
443,CHIT DE ROST BAUMIT CAMEL 5 KG,1,5945752003440,7406,57.50,GAL,4.00,BAUMIT,02.05.2012
444,CHIT DE ROST BAUMIT CARBON 2KG,1,5945752004942,14239,26.30,GAL,8.00,BAUMIT,15.07.2020
445,CHIT DE ROST BAUMIT CARBON 5KG,1,5945752004850,14240,54.40,GAL,4.00,BAUMIT,15.07.2020
446,CHIT DE ROST BAUMIT CEMENT GREY 2 KG,1,5945752003365,9584,24.20,GAL,6.00,BAUMIT,03.07.2014
447,CHIT DE ROST BAUMIT CEMENT GREY 5 KG,1,5945752003600,9583,57.50,GAL,3.00,BAUMIT,03.07.2014
448,CHIT DE ROST BAUMIT DARK BROWN 2 KG,1,5945752003396,7507,26.30,BUC,8.00,BAUMIT,11.05.2012
449,CHIT DE ROST BAUMIT DARK BROWN 5 KG,1,5945752003624,7506,57.50,BUC,3.00,BAUMIT,11.05.2012
